os --> olhos -|- 97
algarismos --> era -|- 0
algarismos --> das -|- 0
algarismos --> A -|- 0
alfaias --> velhas -|- 0
alevantado --> e -|- 0
alegrou --> extraordinariamente -|- 0
alegria --> um -|- 0
alegria --> quando -|- 0
alegria --> no -|- 0
alegria --> como -|- 0
alegria --> com -|- 0
alegria --> alguma -|- 0
alegria --> accordava -|- 0
alegria --> Não -|- 0
alegria --> Assim -|- 0
alegres --> os -|- 0
alegres --> conversavam -|- 0
alegres --> Mamãe -|- 0
alegre --> é -|- 0
alegre --> quando -|- 0
alegre --> para -|- 0
alegre --> o -|- 0
alegre --> como -|- 0
alegre --> com -|- 0
alegre --> Contei-lhes -|- 0
alegral-a --> chamava-me -|- 0
alegra --> tudo -|- 0
alcunhando-me --> Dom -|- 0
alcunha --> que -|- 0
alcunha --> de -|- 0
alcovas --> e -|- 0
alcova,--ou --> então -|- 0
alcova --> onde -|- 0
alcova --> gostou -|- 0
alcova --> duas -|- 0
alcova --> Não -|- 0
alcançou --> em -|- 0
alcanço --> não -|- 0
alcanço --> a -|- 0
alcançavam --> reconstituir-me -|- 0
alcançavam --> o -|- 0
alcançava --> tudo -|- 0
alcançar --> esse -|- 0
alcançar --> Elle -|- 0
alcançar --> Anjo -|- 0
alcançado --> ir -|- 0
alcancei --> mais -|- 0
alcancei --> Pois -|- 0
album --> de -|- 0
albores --> um -|- 0
alazão --> firme -|- 0
alarido --> final -|- 0
alargando --> aqui -|- 0
ajuste --> de -|- 0
ajuste --> com -|- 0
ajustando-se --> Por -|- 0
ajustam --> nem -|- 0
ajustado --> está -|- 0
ajusta --> á -|- 0
ajuntar --> aos -|- 0
ajuntamento --> de -|- 0
ajudava --> calado -|- 0
ajudal-os --> faziam -|- 0
ajudal-o --> Capitú -|- 0
ajoelhavam --> á -|- 0
ajoelhavam --> fiquei -|- 0
ainda --> á -|- 0
ainda --> «A -|- 0
ainda --> vindouras -|- 0
ainda --> tentei -|- 0
ainda --> teimou -|- 0
ainda --> soltado -|- 0
ainda --> sob -|- 0
ainda --> senti -|- 0
ainda --> sem -|- 0
ainda --> restava -|- 0
ainda --> queria -|- 0
ainda --> possuil-o.» -|- 0
ainda --> possivel -|- 0
ainda --> persignei-me -|- 0
ainda --> outro -|- 0
ainda --> olharia -|- 0
ainda --> notar -|- 0
ainda --> naquella -|- 0
ainda --> nada -|- 0
ainda --> na -|- 0
ainda --> muitos -|- 0
ainda --> menos -|- 0
ainda --> melhor -|- 0
ainda --> maior -|- 0
ainda --> lá -|- 0
ainda --> latiu -|- 0
ainda --> hoje -|- 0
ainda --> ha -|- 0
ainda --> gerado -|- 0
ainda --> falou -|- 0
ainda --> estava -|- 0
ainda --> era -|- 0
ainda --> dá -|- 0
ainda --> duvida -|- 0
ainda --> cousas -|- 0
ainda --> commigo -|- 0
ainda --> casmurro -|- 0
ainda --> bonita -|- 0
ainda --> alli -|- 0
ainda --> ahi -|- 0
ainda --> accordado -|- 0
ainda --> Justamente -|- 0
ahi --> é -|- 0
ahi --> perguntei -|- 0
ahi --> outro -|- 0
ahi --> nos -|- 0
ahi --> mirando -|- 0
ahi --> me -|- 0
ahi --> mais -|- 0
ahi --> fica -|- 0
ahi --> em -|- 0
ahi --> deixo -|- 0
ahi --> Fiz -|- 0
agulha --> não -|- 0
agulha --> no -|- 0
aguerril-o --> para -|- 0
aguenta --> tinta -|- 0
aguenta --> Quando -|- 0
agudezas --> da -|- 0
agudeza --> de -|- 0
aguas --> do -|- 0
aguas --> de -|- 0
aguas --> as -|- 0
agua --> não -|- 0
agua --> do -|- 0
agua --> a -|- 0
agua --> A -|- 0
agreement --> violates -|- 0
agreement --> the -|- 0
agreement --> disclaim -|- 0
agreement --> by -|- 0
agreement --> before -|- 0
agreement --> There -|- 0
agreement --> See -|- 0
agreement --> If -|- 0
agreed --> to -|- 0
agradou-me --> não -|- 0
agrado --> de -|- 0
agrado --> até -|- 0
agradeço-vos --> o -|- 0
agradeço --> nada -|- 0
agradecimentos --> Tudo -|- 0
agradecimentos --> O -|- 0
agradecimento --> despediu-se -|- 0
agradecimento --> Assim -|- 0
agradecidos --> CXLVI -|- 0
agradecida --> Você -|- 0
agradeci --> de -|- 0
agradeci --> a -|- 0
agradeceu-lhe --> a -|- 0
agradeceu --> explicando -|- 0
agradeceu --> e -|- 0
agradeceu --> de -|- 0
agradeceram --> a -|- 0
agradecer-me --> com -|- 0
agradecer --> o -|- 0
agradaveis --> Expliquemos -|- 0
agradassem --> a -|- 0
agradar --> ás -|- 0
agradar --> a -|- 0
agradado --> muito -|- 0
agouro --> Entretanto -|- 0
agora --> á -|- 0
agora --> voltavamos -|- 0
agora --> vi-a -|- 0
agora --> ver -|- 0
agora --> uma -|- 0
agora --> tão -|- 0
agora --> toda -|- 0
agora --> tenho -|- 0
agora --> tal -|- 0
agora --> só -|- 0
agora --> são -|- 0
agora --> sou -|- 0
agora --> sereno -|- 0
agora --> sabe -|- 0
agora --> razões -|- 0
agora --> póde -|- 0
agora --> presas -|- 0
agora --> porque -|- 0
agora --> particularmente -|- 0
agora --> pagava -|- 0
agora --> outro -|- 0
agora --> outra -|- 0
agora --> objecto -|- 0
agora --> na -|- 0
agora --> metto -|- 0
agora --> menos -|- 0
agora --> me -|- 0
agora --> mana -|- 0
agora --> longe -|- 0
agora --> lembra-me -|- 0
agora --> já -|- 0
agora --> immensa -|- 0
agora --> imaginando -|- 0
agora --> ia -|- 0
agora --> fugia-me -|- 0
agora --> frescas -|- 0
agora --> fio -|- 0
agora --> falaria -|- 0
agora --> está -|- 0
agora --> estou -|- 0
agora --> entre -|- 0
agora --> entrando -|- 0
agora --> entendia -|- 0
agora --> do -|- 0
agora --> desde -|- 0
agora --> de -|- 0
agora --> cuido -|- 0
agora --> creio -|- 0
agora --> conto -|- 0
agora --> continuos -|- 0
agora --> complicava-se -|- 0
agora --> como -|- 0
agora --> case -|- 0
agora --> breves -|- 0
agora --> aquillo -|- 0
agora --> aproveitaria -|- 0
agora --> apresentado -|- 0
agora --> apesar -|- 0
agora --> aos -|- 0
agora --> alguns -|- 0
agora --> abrira -|- 0
agora --> Não -|- 0
agora --> Mas -|- 0
agora --> Elle -|- 0
agora --> Capitú -|- 0
agoniado --> elle -|- 0
agoniada --> Quando -|- 0
agonia --> curta -|- 0
agitações --> de -|- 0
agitava-se --> todo -|- 0
agitado --> Emfim -|- 0
aggregado --> tolheu-me -|- 0
aggregado --> sem -|- 0
aggregado --> quiz -|- 0
aggregado --> quando -|- 0
aggregado --> obliqua -|- 0
aggregado --> no -|- 0
aggregado --> fui -|- 0
aggregado --> este -|- 0
aggregado --> estava -|- 0
aggregado --> escapei -|- 0
aggregado --> escancararam-se -|- 0
aggregado --> e -|- 0
aggregado --> disse-lho -|- 0
aggregado --> disse-lhe -|- 0
aggregado --> desde -|- 0
aggregado --> as -|- 0
aggregado --> Vocês -|- 0
aggregado --> Voce -|- 0
aggregado --> VI -|- 0
aggregado --> Pensar -|- 0
aggregado --> Nem -|- 0
aggregado --> Geitoso -|- 0
aggregado --> Formulei -|- 0
aggregado --> Cá -|- 0
aggregado --> A -|- 0
aggravára --> o -|- 0
aggravar --> a -|- 0
aggravando --> Como -|- 0
aggrava --> aborrece -|- 0
agent --> or -|- 0
ageis --> como -|- 0
agastada --> São -|- 0
agarrou-se --> ao -|- 0
agarrou-me --> mas -|- 0
agarrei-me --> ás -|- 0
agarrei-me --> definitivamente -|- 0
agarrado --> ao -|- 0
against --> accepting -|- 0
afugental-as --> com -|- 0
afrouxar --> o -|- 0
afrouxar --> Após -|- 0
afrancezado --> Expliquei-lhe -|- 0
afrancezado --> Eu -|- 0
afinal --> teve -|- 0
afinal --> saltou-me -|- 0
afinal --> que -|- 0
afinal --> perguntei -|- 0
afinal --> pegou -|- 0
afinal --> não -|- 0
afinal --> de -|- 0
afinal --> como -|- 0
afinal --> cedeu -|- 0
afinal --> cançou -|- 0
afinal --> ative-me -|- 0
afinal --> acceitei -|- 0
afinadas --> pelo -|- 0
afiliação --> as -|- 0
affrontar --> as -|- 0
affluencia --> dos -|- 0
afflijo --> nunca -|- 0
affligiu-se --> tanto -|- 0
affligiu-me --> particularmente -|- 0
affligira --> Eu -|- 0
affligir-me --> e -|- 0
affligiamos --> minha -|- 0
affligiam --> ou -|- 0
affligia --> tanto -|- 0
affligia --> a -|- 0
afflige --> Entretanto -|- 0
afflicção --> falava -|- 0
afflicção --> della -|- 0
afflicção --> da -|- 0
afflicção --> com -|- 0
afflicção --> Quando -|- 0
afflicção --> Entrando -|- 0
afflictos --> acena -|- 0
afflicto --> e -|- 0
afflicto --> Capitú -|- 0
afflicta --> com -|- 0
affirmou --> que -|- 0
affirmo --> desde -|- 0
affirmações --> comecei -|- 0
affirmação --> simples -|- 0
affirmação --> do -|- 0
affirmava --> que -|- 0
affirmava --> a -|- 0
affirmativamente --> e -|- 0
affirmar --> que -|- 0
affirma --> que -|- 0
affiançar --> disse -|- 0
affeições --> é -|- 0
affeições --> e -|- 0
affeição --> é -|- 0
affeição --> no -|- 0
affeição --> desviava -|- 0
affeição --> da -|- 0
affeição --> crescente -|- 0
affeiçoando-me --> á -|- 0
affeiçoando --> á -|- 0
affectuosas --> cheias -|- 0
affectos --> que -|- 0
affecto --> para -|- 0
affecto --> elle -|- 0
affectação --> se -|- 0
affectação --> Note -|- 0
affagára --> a -|- 0
affagou-me --> emquanto -|- 0
afastassem --> da -|- 0
afastaram-se --> dous -|- 0
afagou-me --> depois -|- 0
advogado --> rendia-me -|- 0
advogado --> negociante -|- 0
advogado --> confiava-lhe -|- 0
advogado --> celebre -|- 0
advertir --> o -|- 0
advertindo --> que -|- 0
adverso --> Deixei -|- 0
adversario --> elle -|- 0
adversa --> que -|- 0
adulação --> Oh -|- 0
adulação --> D -|- 0
aduladores --> baixos -|- 0
adro --> onde -|- 0
adquiriu --> certa -|- 0
adoçar --> muito -|- 0
adornos --> com -|- 0
adorno --> dellas -|- 0
adornar --> o -|- 0
adoravel --> sem -|- 0
adoravel --> como -|- 0
adoravel --> Por -|- 0
adoravel --> Não -|- 0
adorava --> os -|- 0
adoptar --> esta -|- 0
adolescentes --> na -|- 0
adolescentes --> daquella -|- 0
adolescentes --> Oh -|- 0
adolescente --> um -|- 0
adolescente --> sinto -|- 0
adolescente --> Conhecia -|- 0
adolescencia --> haverá -|- 0
adolescencia --> e -|- 0
adolescencia --> de -|- 0
adolescencia --> a -|- 0
adolescencia --> Pois -|- 0
adoecido --> mas -|- 0
adoeciam --> tratava -|- 0
adoeciam --> o -|- 0
adoecesse --> de -|- 0
admitti-me --> com -|- 0
admitte-se --> José -|- 0
admitte --> certas -|- 0
admitisse --> á -|- 0
admire --> a -|- 0
admiração --> lacrimosa -|- 0
admiração --> era -|- 0
admiração --> de -|- 0
admiração --> Ficou -|- 0
admiraveis --> mas -|- 0
admirar --> as -|- 0
admira --> é -|- 0
admira --> que -|- 0
admira --> lhe -|- 0
administração --> um -|- 0
administração --> ficou -|- 0
administração --> começou -|- 0
administrava --> Tal -|- 0
administrativa --> Deixára -|- 0
administrador --> regressava -|- 0
administrador --> do -|- 0
administrador --> da -|- 0
administrador --> com -|- 0
administrador --> Ou -|- 0
adivinhei --> que -|- 0
adivinhavam-se --> nelle -|- 0
adivinhavam --> e -|- 0
adivinhassem --> a -|- 0
adivinhar --> o -|- 0
adivinhando --> Talvez -|- 0
adivinham --> na -|- 0
adivinhai --> o -|- 0
adiava --> a -|- 0
adiante --> mas -|- 0
adiando --> a -|- 0
adiadas --> e -|- 0
adeuses --> do -|- 0
adeus --> dizendo -|- 0
adeus --> com -|- 0
adeus --> Tinha -|- 0
adeus --> Bentinho -|- 0
adereço --> de -|- 0
adequado --> fazel-as -|- 0
adequadas --> e -|- 0
adequadas --> a -|- 0
adequada --> á -|- 0
adequada --> ao -|- 0
adeantou-lhe --> alguns -|- 0
adeantemos --> vamos -|- 0
adeante --> tentei -|- 0
adeante --> escrevi -|- 0
adeante --> detiveram-se -|- 0
adeante --> Tio -|- 0
addresses --> Donations -|- 0
address --> specified -|- 0
address --> PO -|- 0
additions --> or -|- 0
additional --> terms -|- 0
additional --> cost -|- 0
additional --> contact -|- 0
addition --> to -|- 0
adagio --> que -|- 0
adagio --> longe -|- 0
adagio --> d'acolá -|- 0
acóde-me --> uma -|- 0
acóde-me --> agora -|- 0
acções --> são -|- 0
acções --> que -|- 0
acções --> eram -|- 0
acções --> citadas -|- 0
acção --> valia -|- 0
acção --> que -|- 0
acção --> não -|- 0
acção --> lenta -|- 0
acção --> contemporanea -|- 0
acudiu --> salvando -|- 0
acudiu --> pallida -|- 0
acudiu --> nem -|- 0
acudiu --> estender -|- 0
acudiu --> ella -|- 0
acudiu --> a -|- 0
acudissem --> mas -|- 0
acudisse --> persistiria -|- 0
acudisse --> alli -|- 0
acudiram-me --> mas -|- 0
acudiram --> todos -|- 0
acudiram --> mas -|- 0
acudiram --> mal -|- 0
acudiram --> de -|- 0
acudiram --> as -|- 0
acudir --> ás -|- 0
acudir --> com -|- 0
acudir --> agora -|- 0
acudido --> outra -|- 0
acudiamos --> segundo -|- 0
acudia --> sem -|- 0
acudi --> de -|- 0
actriz --> ou -|- 0
actos --> publicos -|- 0
actos --> politicos -|- 0
actos --> mas -|- 0
actos --> extraordinarios -|- 0
actos --> explicariam -|- 0
acto --> solemne -|- 0
acto --> rejeitei -|- 0
acto --> propriamente -|- 0
acto --> os -|- 0
acto --> não -|- 0
acto --> mostrou-me -|- 0
acto --> Encontrei -|- 0
activo --> coração -|- 0
acredite --> São -|- 0
acreditam --> o -|- 0
acredita --> em -|- 0
acostumasse --> logo -|- 0
acostumaria --> aos -|- 0
acostumara-me --> a -|- 0
acostumar-se --> Padre -|- 0
acostumar --> os -|- 0
acostumados --> a -|- 0
acostumado --> com -|- 0
acostumado --> a -|- 0
acostumado --> Deve -|- 0
acostumada --> a -|- 0
aconteça --> o -|- 0
acontecimentos --> vêm -|- 0
acontecimento --> disseram-lh'o -|- 0
acontecido --> alguma -|- 0
acontecia --> sempre -|- 0
acontecia --> assim -|- 0
acontecia --> Tinha -|- 0
aconteceu --> a -|- 0
acontecer --> com -|- 0
aconselhou --> que -|- 0
aconselhou --> a -|- 0
aconselhados --> aos -|- 0
acompanhou-me --> ao -|- 0
acompanhei-os --> Effectivamente -|- 0
acompanhava --> muita -|- 0
acompanhava --> a -|- 0
acompanhara --> Capitú -|- 0
acompanhar --> no -|- 0
acompanhando --> o -|- 0
acompanham --> para -|- 0
acompanhal-o-hia --> com -|- 0
acompanhal-o --> ainda -|- 0
acodem --> logo -|- 0
acodem --> então -|- 0
acode --> imagem -|- 0
acocorou-se --> e -|- 0
acima --> perguntou-lhe -|- 0
acima --> della -|- 0
achára --> um -|- 0
achára --> restricção -|- 0
achou-a --> exquisita -|- 0
achou --> á -|- 0
achou --> talvez -|- 0
achou --> tacha -|- 0
achou --> realmente -|- 0
achou --> para -|- 0
achou --> outro -|- 0
achou --> o -|- 0
achou --> no -|- 0
achou --> melhor -|- 0
achou --> meio -|- 0
achou --> desusado -|- 0
achou --> até -|- 0
achou --> a -|- 0
acho --> ridiculo -|- 0
acho --> outra -|- 0
acho --> não -|- 0
acho --> em -|- 0
acho --> Mettidos -|- 0
aches --> menos -|- 0
achei-os --> mais -|- 0
achei-o --> um -|- 0
achei-o --> sublime -|- 0
achei-o --> inquieto -|- 0
achei-me --> forte -|- 0
achei-lhe --> um -|- 0
achei-lhe --> graça -|- 0
achei-as --> seccas -|- 0
achei --> treplica -|- 0
achei --> resposta -|- 0
achei --> prima -|- 0
achei --> phrases -|- 0
achei --> palavra -|- 0
achei --> nenhum -|- 0
achei --> nelle -|- 0
achei --> melhor -|- 0
achei --> mas -|- 0
achei --> logo -|- 0
achei --> lingua -|- 0
achei --> extraordinário -|- 0
achei --> engenhosas -|- 0
achei --> dentro -|- 0
achei --> compostura -|- 0
achei --> com -|- 0
achei --> cm -|- 0
achei --> até -|- 0
achei --> a -|- 0
ache --> termos -|- 0
achavam --> echo -|- 0
achava-o --> bonito -|- 0
achava-me --> mal -|- 0
achava-lhes --> isto -|- 0
achava-a --> mais -|- 0
achava --> que -|- 0
achava --> não -|- 0
achava --> nenhuma -|- 0
achava --> lindissimos -|- 0
achava --> lindissima -|- 0
achava --> gesto -|- 0
achava --> feio -|- 0
achava --> entre -|- 0
achava --> em -|- 0
achava --> desculpa -|- 0
achava --> bonito -|- 0
achava --> alguma -|- 0
achava --> Tratava-se -|- 0
achatando --> alli -|- 0
achaste --> comprehenderás -|- 0
achasse --> que -|- 0
achasse --> nenhuma -|- 0
achasse --> muito -|- 0
achasse --> longe -|- 0
achasse --> estirado -|- 0
achas --> ridiculas -|- 0
achas --> por -|- 0
acharás --> mais -|- 0
acharia --> no -|- 0
acharia --> nelle -|- 0
acharia --> forças -|- 0
achares --> neste -|- 0
achardes --> digna -|- 0
acharam-lhe --> graça -|- 0
acharam --> todos -|- 0
achar --> sósinhos -|- 0
achar --> que -|- 0
achar --> palavras -|- 0
achar --> obra -|- 0
achar --> no -|- 0
achar --> minha -|- 0
achar --> melhor -|- 0
achar --> incredulos -|- 0
achar --> essa -|- 0
achar --> em -|- 0
achar --> da -|- 0
achar --> a -|- 0
achando --> muito -|- 0
achando --> maior -|- 0
acham --> nella -|- 0
achal-o --> á -|- 0
achal-a --> desenhando -|- 0
achados --> mais -|- 0
achado --> no -|- 0
achado --> e -|- 0
achado --> consola-me -|- 0
achado --> Hoje -|- 0
achacada --> dos -|- 0
acha?» --> a -|- 0
acha --> prima -|- 0
acha --> fóra -|- 0
acha --> em -|- 0
acha --> crentes -|- 0
acha --> continuou -|- 0
acha --> Tio -|- 0
acertado --> porém -|- 0
aceno --> suspiro -|- 0
acena --> com -|- 0
accusou --> ainda -|- 0
accusada --> Pedi-lhe -|- 0
accressimo --> que -|- 0
accrescentou --> com -|- 0
accrescentou --> Insistia -|- 0
accrescentei --> para -|- 0
accrescentava --> Sempre -|- 0
accrescentasse --> alguma -|- 0
accrescentar --> que -|- 0
accrescentando --> que -|- 0
accresce --> que -|- 0
accordo --> em -|- 0
accordo --> do -|- 0
accordo --> de -|- 0
accordo --> da -|- 0
accordei --> sósinho -|- 0
accordei --> livre -|- 0
accordava --> a -|- 0
accordasse --> saudades -|- 0
accordar --> com -|- 0
accordando --> Já -|- 0
accordado --> são -|- 0
accordado --> e -|- 0
accommodava --> as -|- 0
accionados --> era -|- 0
accidente --> a -|- 0
accessoriamente --> depois -|- 0
accessible --> by -|- 0
accessed --> displayed -|- 0
accesas --> tão -|- 0
accesas --> padre -|- 0
accepção --> porém -|- 0
accepting --> unsolicited -|- 0
accepted --> in -|- 0
accepted --> but -|- 0
accept --> all -|- 0
accentuou --> Cabral -|- 0
accentuar --> a -|- 0
accentuando --> certas -|- 0
accentuando --> alguns -|- 0
accendou --> dissimulou -|- 0
accendia --> os -|- 0
accendi --> um -|- 0
accendeu --> vela -|- 0
accendeu --> nella -|- 0
accendeu --> as -|- 0
accendeu --> a -|- 0
accendesse --> vela -|- 0
accender --> uma -|- 0
accender --> os -|- 0
accender --> o -|- 0
accender --> em -|- 0
acceitámos --> e -|- 0
acceitou --> seriam -|- 0
acceitou --> e -|- 0
acceitou --> casa -|- 0
acceito --> e -|- 0
acceito --> de -|- 0
acceito --> a -|- 0
acceito --> Estendeu -|- 0
acceitei --> definitivamente -|- 0
acceitei --> a -|- 0
acceitasse --> nada -|- 0
acceitar --> mais -|- 0
acceitar --> esta -|- 0
acceitar --> a -|- 0
acceitando --> o -|- 0
acceitando --> este -|- 0
acceital-o --> preferia -|- 0
acceital-a --> sem -|- 0
acceita --> com -|- 0
acaso --> é -|- 0
acaso --> um -|- 0
acaso --> sentir-se -|- 0
acaso --> para -|- 0
acaso --> fosse -|- 0
acaso --> dera-lhe -|- 0
acaso --> affectuosas -|- 0
acaso --> a -|- 0
acanhamento --> um -|- 0
acanhamento --> já -|- 0
acanhado --> Tudo -|- 0
acanhada --> que -|- 0
acanhada --> e -|- 0
acalcanhados --> Perdão -|- 0
acabámos --> a -|- 0
acabou --> uma -|- 0
acabou --> triste -|- 0
acabou --> senador -|- 0
acabou --> recitando-me -|- 0
acabou --> perguntando-me -|- 0
acabou --> o -|- 0
acabou --> fugindo-lhe -|- 0
acabou --> foi -|- 0
acabou --> festejando -|- 0
acabou --> era -|- 0
acabou --> entrando -|- 0
acabou --> em -|- 0
acabou --> disso -|- 0
acabou --> de -|- 0
acabou --> dando-me -|- 0
acabou --> consentindo -|- 0
acabou --> confessando -|- 0
acabou --> cedendo -|- 0
acabou --> alcunhando-me -|- 0
acabou --> acceitando -|- 0
acabou --> José -|- 0
acabo --> o -|- 0
acabo --> de -|- 0
acabei --> respirava -|- 0
acabei --> por -|- 0
acabei --> ordenando-me -|- 0
acabei --> murmurou -|- 0
acabei --> as -|- 0
acabei --> affeiçoando-me -|- 0
acabavam --> de -|- 0
acabava --> sorrindo -|- 0
acabava --> pelo -|- 0
acabava --> mandando -|- 0
acabava --> grosso -|- 0
acabava --> crendo -|- 0
acabava --> a -|- 0
acabassem --> não -|- 0
acabassem --> juntando-se -|- 0
acabasse --> mas -|- 0
acabasse --> fugindo -|- 0
acabas --> de -|- 0
acabaria --> gostando -|- 0
acabaram --> separados -|- 0
acabaram --> casados -|- 0
acabar --> um -|- 0
acabar --> solteirões -|- 0
acabar --> por -|- 0
acabar --> nunca -|- 0
acabar --> nisto -|- 0
acabar --> este -|- 0
acabar --> commigo -|- 0
acabar --> casando -|- 0
acabar --> casados -|- 0
acabar --> bem -|- 0
acabar --> Quer -|- 0
acabando --> padre -|- 0
acabam --> parecendo-se -|- 0
acabam --> conciliando-se -|- 0
acabado --> e -|- 0
acabado --> Velha -|- 0
acabado --> Bentinho -|- 0
acabadas --> Aos -|- 0
acabada --> Um -|- 0
acaba --> o -|- 0
acaba --> leitor -|- 0
abysmo --> Não -|- 0
abuso --> um -|- 0
abusava --> e -|- 0
abusa --> das -|- 0
absolvição --> está -|- 0
absolvição --> do -|- 0
absolvição --> A -|- 0
absolvido --> Escobar -|- 0
absolve --> e -|- 0
absolutamente --> incompativel -|- 0
absolutamente --> eu -|- 0
absolutamente --> diversa -|- 0
absoluta --> a -|- 0
abríamos --> novamente -|- 0
abrochou --> os -|- 0
abrochado --> ao -|- 0
abriu-nos --> as -|- 0
abriu --> o -|- 0
abriu --> mão -|- 0
abriu --> este -|- 0
abriu --> as -|- 0
abriu --> a -|- 0
abrissemos --> a -|- 0
abrira --> mão -|- 0
abrira --> inteiramente -|- 0
abrir --> o -|- 0
abrir --> mão -|- 0
abrir --> de -|- 0
abrir --> as -|- 0
abrindo --> e -|- 0
abrindo --> a -|- 0
abril-os --> a -|- 0
abril-o --> outra -|- 0
abril --> ou -|- 0
abrigado --> logo -|- 0
abria-se --> empurrando -|- 0
abria-me --> uma -|- 0
abria-me --> espaço -|- 0
abria --> os -|- 0
abria --> as -|- 0
abria --> Eu -|- 0
abri --> a -|- 0
abreviado --> do -|- 0
abre!» --> Apparentemente -|- 0
abraçou-me --> os -|- 0
abraçou-me --> e -|- 0
abraçou-me --> com -|- 0
abraços --> dos -|- 0
abraço --> outro -|- 0
abraçará --> depois.» -|- 0
abraçal-o --> falar-lhe -|- 0
abraçal-o --> Era -|- 0
abraçados --> Mulher -|- 0
abra --> na -|- 0
about --> new -|- 0
about --> donations -|- 0
about --> Project -|- 0
about --> Donations -|- 0
abotoe --> a -|- 0
abotoado --> de -|- 0
abotoada --> a -|- 0
abortado --> um -|- 0
aborrecivel --> á -|- 0
aborrecivel --> ao -|- 0
aborrecimento --> é -|- 0
aborrecimento --> quando -|- 0
aborrecido --> e -|- 0
aborrecido --> bati -|- 0
aborrecido --> Ella -|- 0
aborrecido --> E -|- 0
aborrecido --> Ao -|- 0
aborrecida --> viria -|- 0
aborrecida --> de -|- 0
aborrecida --> Da -|- 0
aborreciamos --> foi -|- 0
aborrecer-me --> em -|- 0
aborrecer --> que -|- 0
aborrecer --> acabou -|- 0
aborrecer --> A -|- 0
aborrecem --> ergo -|- 0
aborrece --> ou -|- 0
abominações --> da -|- 0
abominação --> do -|- 0
abominaveis --> creaturas -|- 0
abolir --> as -|- 0
abide --> by -|- 0
abertos --> e -|- 0
abertos --> como -|- 0
abertos --> ao -|- 0
aberto --> o -|- 0
aberto --> e -|- 0
aberto --> até -|- 0
aberto --> a -|- 0
abertas --> ou -|- 0
aberta --> á -|- 0
aberração --> das -|- 0
abençoar --> o -|- 0
abençoa --> Os -|- 0
abatimento --> do -|- 0
abatido --> e -|- 0
abatido --> Ora -|- 0
abatido --> Como -|- 0
abatida --> trazia -|- 0
abatida --> com -|- 0
abarcar --> o -|- 0
abandone --> o -|- 0
abanando --> a -|- 0
abalou --> Não -|- 0
abalo --> que -|- 0
abalo --> como -|- 0
abaixou --> tambem -|- 0
abaixo;--que --> faria -|- 0
abaixo --> caso -|- 0
abahuladas --> donde -|- 0
abafava --> os -|- 0
abafando --> a -|- 0
abafado --> que -|- 0
abafadas --> são -|- 0
ab --> ovo -|- 0
a --> «sua -|- 0
a --> «abobada -|- 0
a --> written -|- 0
a --> vossos -|- 0
a --> voltar-me -|- 0
a --> viver -|- 0
a --> viuvez -|- 0
a --> viuva -|- 0
a --> visão -|- 0
a --> visita -|- 0
a --> visinhança -|- 0
a --> vir -|- 0
a --> violação -|- 0
a --> victoria -|- 0
a --> victima -|- 0
a --> via -|- 0
a --> vez -|- 0
a --> vestir-se -|- 0
a --> vestir-me -|- 0
a --> vender -|- 0
a --> velha -|- 0
a --> vel-o -|- 0
a --> vejo -|- 0
a --> vasos -|- 0
a --> varanda -|- 0
a --> valsa -|- 0
a --> vagar -|- 0
a --> vadiação -|- 0
a --> vacca -|- 0
a --> trote -|- 0
a --> trocar -|- 0
a --> trazia -|- 0
a --> tratava -|- 0
a --> tratar -|- 0
a --> tratal-o -|- 0
a --> transpiração -|- 0
a --> tranquillidade -|- 0
a --> touca -|- 0
a --> totalidade -|- 0
a --> tosse -|- 0
a --> tomar -|- 0
a --> toga -|- 0
a --> toda -|- 0
a --> tocha -|- 0
a --> tiára -|- 0
a --> tivesse -|- 0
a --> tive -|- 0
a --> titulo -|- 0
a --> tiraram -|- 0
a --> tio -|- 0
a --> therapeutica -|- 0
a --> terem -|- 0
a --> ter -|- 0
a --> tentos -|- 0
a --> tentação -|- 0
a --> tental-o -|- 0
a --> temperatura -|- 0
a --> temer -|- 0
a --> taxa -|- 0
a --> sède -|- 0
a --> symphonia -|- 0
a --> sussurrar -|- 0
a --> suspeita -|- 0
a --> suscitavam -|- 0
a --> supportar -|- 0
a --> summa -|- 0
a --> suggestão -|- 0
a --> substancia -|- 0
a --> sou -|- 0
a --> sommar -|- 0
a --> solução -|- 0
a --> situação -|- 0
a --> simpleza -|- 0
a --> simples -|- 0
a --> significação -|- 0
a --> sexta-feira -|- 0
a --> seus -|- 0
a --> separação -|- 0
a --> sentia -|- 0
a --> senti -|- 0
a --> senha -|- 0
a --> semente -|- 0
a --> sel-o -|- 0
a --> segundas -|- 0
a --> secure -|- 0
a --> secreta -|- 0
a --> second -|- 0
a --> scismar -|- 0
a --> saudade -|- 0
a --> santa -|- 0
a --> salvação -|- 0
a --> salvar -|- 0
a --> sair -|- 0
a --> sagração -|- 0
a --> sacudisse -|- 0
a --> sacudi -|- 0
a --> sabões -|- 0
a --> sabia -|- 0
a --> réplica -|- 0
a --> roçar -|- 0
a --> royalty -|- 0
a --> roupa -|- 0
a --> rosto -|- 0
a --> roda -|- 0
a --> rivalidade -|- 0
a --> risca -|- 0
a --> rir -|- 0
a --> right -|- 0
a --> rezar -|- 0
a --> retorcia -|- 0
a --> retinha -|- 0
